Date	Plot	Plant	Water	Nitrogen	Length	Output_1	Output_2	Output_3	Output_4
22/10/2012	S48RXN	S	X	N	180	0.82	0.82	0.82	0.81
28/11/2012	S25LRX	S	R	X	179	0.85	0.84	0.84	0.85
28/11/2012	S25RRN	S	R	N	179	0.86	0.85	0.86	0.83
28/11/2012	S26LAX	S	A	X	179	0.83	0.85	0.84	0.82
28/11/2012	S26RAN	S	A	N	179	0.84	0.85	0.85	0.84
28/11/2012	S27LXN	S	X	N	179	0.82	0.84	0.83	0.83
28/11/2012	S27RXX	S	X	X	179	0.84	0.83	0.84	0.85
28/11/2012	S28LRN	S	R	N	180	0.83	0.84	0.87	0.83
28/11/2012	S28RRX	S	R	X	180	0.84	0.83	0.84	0.85
28/11/2012	S29LXN	S	X	N	181	0.83	0.82	0.81	0.85
28/11/2012	S29RXX	S	X	X	181	0.84	0.83	0.86	0.83
28/11/2012	S30LAX	S	A	X	181	0.83	0.87	0.85	0.84
28/11/2012	S30RAN	S	A	N	181	0.9	0.83	0.84	0.85
28/11/2012	S31LAN	S	A	N	179	0.86	0.86	0.86	0.88
28/11/2012	S31RAX	S	A	X	179	0.83	0.86	0.85	0.84
28/11/2012	S32LXN	S	X	N	180	0.86	0.88	0.89	0.88
28/11/2012	S32RXX	S	X	X	180	0.85	0.86	0.85	0.88
28/11/2012	S33LRX	S	R	X	181	0.86	0.87	0.85	0.88
28/11/2012	S33RRN	S	R	N	181	0.84	0.83	0.83	0.88
28/11/2012	S34LXN	S	X	N	179	0.83	0.88	0.87	0.85
28/11/2012	S34RXX	S	X	X	179	0.84	0.86	0.86	0.87
28/11/2012	S35LRX	S	R	X	179	0.87	0.85	0.9	0.93
28/11/2012	S35RRN	S	R	N	179	0.86	0.87	0.83	0.87
28/11/2012	S36LAX	S	A	X	179	0.85	0.85	0.85	0.9
28/11/2012	S36RAN	S	A	N	179	0.86	0.84	0.86	0.84
28/11/2012	S37LRN	S	R	N	179	0.86	0.86	0.89	0.87
28/11/2012	S37RRX	S	R	X	179	0.89	0.87	0.85	0.84
28/11/2012	S38LAX	S	A	X	172	0.87	0.87	0.86	0.85
28/11/2012	S38RAN	S	A	N	172	0.84	0.86	0.89	0.91
28/11/2012	S39LXN	S	X	N	178		0.87	0.84	0.85
28/11/2012	S39RXX	S	X	X	178	0.85	0.85	0.86	0.85
28/11/2012	S40LAX	S	A	X	178	0.88	0.86	0.83	0.84
28/11/2012	S40RAN	S	A	N	178	0.86	0.85	0.83	0.82
28/11/2012	S41LAN	S	A	N	179	0.87	0.87	0.89	0.86
28/11/2012	S41RAX	S	A	X	179	0.86	0.87	0.87	0.82
28/11/2012	S42LXX	S	X	X	180	0.87	0.86	0.86	0.84
28/11/2012	S42RXN	S	X	N	180	0.84	0.84	0.85	0.85
28/11/2012	S43LRX	S	R	X	179	0.85	0.86	0.85	0.83
28/11/2012	S43RRN	S	R	N	179	0.82	0.86	0.82	0.85
28/11/2012	S44LAN	S	A	N	179	0.87	0.86	0.84	0.82
28/11/2012	S44RAX	S	A	X	179	0.84	0.85	0.83	0.86
28/11/2012	S45LRX	S	R	X	179	0.82	0.95	0.82	0.87
28/11/2012	S45RRN	S	R	N	179	0.86	0.86	0.89	0.87
28/11/2012	S46LXN	S	X	N	178	0.89	0.9	0.86	0.88
28/11/2012	S46RXX	S	X	X	178	0.86	0.84	0.82	0.87
28/11/2012	S47LRN	S	R	N	179	0.84	0.87	0.86	0.86
28/11/2012	S47RRX	S	R	X	179	0.83	0.87	0.86	0.84
28/11/2012	S48LXX	S	X	X	180	0.89	0.92	0.87	0.86
28/11/2012	S48RXN	S	X	N	180	0.86	0.85	0.86	0.88
20/12/2012	S25LRX	S	R	X	179	0.86	0.87	0.86	0.89
20/12/2012	S25RRN	S	R	N	179	0.86	0.89	0.9	0.86
20/12/2012	S26LAX	S	A	X	179	0.96	0.97	1.01	1.01
20/12/2012	S26RAN	S	A	N	179	1.05	0.95	1	0.98
20/12/2012	S27LXN	S	X	N	179	0.96	0.98	0.97	1
20/12/2012	S27RXX	S	X	X	179	0.99	0.98	1.01	0.98
20/12/2012	S28LRN	S	R	N	180	0.89	0.87	0.86	0.9
20/12/2012	S28RRX	S	R	X	180	0.88	0.9	0.86	0.84
20/12/2012	S29LXN	S	X	N	181	1.01	1.03	0.96	0.97
20/12/2012	S29RXX	S	X	X	181	0.99	0.99	1.04	0.99
20/12/2012	S30LAX	S	A	X	181	1.01	0.99	1.01	0.96
20/12/2012	S30RAN	S	A	N	181	0.96	0.99	0.99	0.99
20/12/2012	S31LAN	S	A	N	179	0.97	0.99	1.01	1.02
20/12/2012	S31RAX	S	A	X	179	0.97	0.98	1	0.98
20/12/2012	S32LXN	S	X	N	180	0.99	1.01	1.02	0.99
20/12/2012	S32RXX	S	X	X	180	0.99	0.98	0.99	0.96
20/12/2012	S33LRX	S	R	X	181	0.93	0.89	0.87	0.88
20/12/2012	S33RRN	S	R	N	181	0.9	0.85	0.87	0.89
20/12/2012	S34LXN	S	X	N	179	0.94	1.01	0.98	0.96
20/12/2012	S34RXX	S	X	X	179	1.02	0.94	0.97	1
20/12/2012	S35LRX	S	R	X	179	0.88	0.9	0.91	0.86
20/12/2012	S35RRN	S	R	N	179	0.82	0.89	0.88	0.86
20/12/2012	S36LAX	S	A	X	179	1.04	0.97	0.99	0.97
20/12/2012	S36RAN	S	A	N	179	0.98	0.99	0.99	0.98
20/12/2012	S37LRN	S	R	N	179	0.91	0.89	0.89	0.89
20/12/2012	S37RRX	S	R	X	179	0.88	0.91	0.91	0.91
20/12/2012	S38LAX	S	A	X	172	1.01	1.01	1.01	1
20/12/2012	S38RAN	S	A	N	172	0.92	1.02	1.04	1.02
20/12/2012	S39LXN	S	X	N	178	0.94	0.98	0.97	1
20/12/2012	S39RXX	S	X	X	178	0.98	0.98	0.99	0.95
20/12/2012	S40LAX	S	A	X	178	0.97	0.94	1.04	1.05
20/12/2012	S40RAN	S	A	N	178	0.99	1.01	1	0.98
20/12/2012	S41LAN	S	A	N	179	0.99	0.99	1.01	0.97
20/12/2012	S41RAX	S	A	X	179	0.97	0.96	0.99	0.99
20/12/2012	S42LXX	S	X	X	180	0.96	1.01	0.97	0.97
20/12/2012	S42RXN	S	X	N	180	0.95	0.98	0.97	0.99
20/12/2012	S43LRX	S	R	X	179	0.83	0.89	0.87	0.82
20/12/2012	S43RRN	S	R	N	179	0.88	0.86	0.84	0.86
20/12/2012	S44LAN	S	A	N	179	0.95	0.93	0.96	1.02
20/12/2012	S44RAX	S	A	X	179	0.95	0.96	0.94	0.95
20/12/2012	S45LRX	S	R	X	179	0.9	0.88	0.95	0.87
20/12/2012	S45RRN	S	R	N	179	0.9	0.95	0.92	0.89
20/12/2012	S46LXN	S	X	N	178	1.06	1.03	1.01	0.99
20/12/2012	S46RXX	S	X	X	178	0.9	0.95	0.96	0.96
20/12/2012	S47LRN	S	R	N	179	0.88	0.86	0.87	0.9
20/12/2012	S47RRX	S	R	X	179	0.91	0.84	0.89	0.89
20/12/2012	S48LXX	S	X	X	180	1.05	0.99	1.02	0.96
20/12/2012	S48RXN	S	X	N	180	1.02	0.99	1.01	0.99
17/01/2013	S25LRX	S	R	X	179	0.87	0.85	0.88	0.85
17/01/2013	S25RRN	S	R	N	179	0.87	0.87	0.87	0.87
17/01/2013	S26LAX	S	A	X	179	0.86	0.92	0.95	0.91
17/01/2013	S26RAN	S	A	N	179	0.86	0.91	0.88	0.91
17/01/2013	S27LXN	S	X	N	179	0.86	0.89	0.91	0.87
17/01/2013	S27RXX	S	X	X	179	0.96	0.85	0.88	0.89
17/01/2013	S28LRN	S	R	N	180	0.84	0.91	0.88	0.9
17/01/2013	S28RRX	S	R	X	180	0.86	0.89	0.86	0.89
17/01/2013	S29LXN	S	X	N	181	0.86	0.85	0.84	0.9
17/01/2013	S29RXX	S	X	X	181	0.92	0.95	0.9	0.92
17/01/2013	S30LAX	S	A	X	181	0.92	0.93	0.96	0.92
17/01/2013	S30RAN	S	A	N	181	0.92	0.9	0.9	0.96
17/01/2013	S31LAN	S	A	N	179	0.96	0.92	0.91	0.9
17/01/2013	S31RAX	S	A	X	179	0.92	0.92	0.93	0.92
17/01/2013	S32LXN	S	X	N	180	0.95	0.96	0.96	0.96
17/01/2013	S32RXX	S	X	X	180	0.9	0.97	0.88	0.97
17/01/2013	S33LRX	S	R	X	181	0.88	0.91	0.88	0.93
17/01/2013	S33RRN	S	R	N	181	0.88	0.88	0.94	0.92
17/01/2013	S34LXN	S	X	N	179	0.91	0.94	0.94	0.89
17/01/2013	S34RXX	S	X	X	179	0.94	0.95	0.93	0.98
17/01/2013	S35LRX	S	R	X	179	0.91	0.93	0.87	0.99
17/01/2013	S35RRN	S	R	N	179	0.88	0.9	0.88	0.88
17/01/2013	S36LAX	S	A	X	179	0.93	0.9	0.94	1.01
17/01/2013	S36RAN	S	A	N	179	0.88	0.93	0.91	0.92
17/01/2013	S37LRN	S	R	N	179	0.88	0.89	0.91	0.87
17/01/2013	S37RRX	S	R	X	179	0.87	0.9	0.89	0.91
17/01/2013	S38LAX	S	A	X	172	0.92	0.91	0.93	0.94
17/01/2013	S38RAN	S	A	N	172	0.9	0.93	0.95	0.97
17/01/2013	S39LXN	S	X	N	178	0.9	0.88	0.88	0.95
17/01/2013	S39RXX	S	X	X	178	0.95	0.91	0.95	0.91
17/01/2013	S40LAX	S	A	X	178	0.99	0.95	0.89	0.92
17/01/2013	S40RAN	S	A	N	178	0.89	0.9	0.86	0.88
17/01/2013	S41LAN	S	A	N	179	0.95	0.94	0.91	0.95
17/01/2013	S41RAX	S	A	X	179	0.94	0.93	0.92	0.9
17/01/2013	S42LXX	S	X	X	180	0.95	0.95	0.92	0.92
17/01/2013	S42RXN	S	X	N	180	0.91	0.92	0.91	0.93
17/01/2013	S43LRX	S	R	X	179	0.9	0.89	0.86	0.84
17/01/2013	S43RRN	S	R	N	179	0.9	0.9	0.92	0.86
17/01/2013	S44LAN	S	A	N	179	0.9	0.92		0.96
17/01/2013	S44RAX	S	A	X	179	0.91	0.89	0.9	0.91
17/01/2013	S45LRX	S	R	X	179	0.85	0.86	0.95	0.86
17/01/2013	S45RRN	S	R	N	179	0.88	0.95	0.91	0.87
17/01/2013	S46LXN	S	X	N	178	0.97	0.93	0.92	0.93
17/01/2013	S46RXX	S	X	X	178	0.95	0.84	0.88	0.91
17/01/2013	S47LRN	S	R	N	179	0.92	0.89	0.9	0.91
17/01/2013	S47RRX	S	R	X	179	0.9	0.87	0.91	0.87
17/01/2013	S48LXX	S	X	X	180	0.93	0.86	0.9	0.9
17/01/2013	S48RXN	S	X	N	180	0.92	0.98	0.9	0.95
18/02/2013	S25LRX	S	R	X	179	0.86	0.84	0.86	0.86
18/02/2013	S25RRN	S	R	N	179	0.85	0.85	0.86	0.85
18/02/2013	S26LAX	S	A	X	179	0.86	0.88	0.91	0.85
18/02/2013	S26RAN	S	A	N	179	0.87	0.86	0.87	0.84
18/02/2013	S27LXN	S	X	N	179	0.84	0.86	0.86	0.83
18/02/2013	S27RXX	S	X	X	179	0.86	0.85	0.86	0.9
18/02/2013	S28LRN	S	R	N	180	0.84	0.87	0.84	0.84
18/02/2013	S28RRX	S	R	X	180	0.85	0.84	0.84	0.84
18/02/2013	S29LXN	S	X	N	181	0.85	0.84	0.82	0.85
18/02/2013	S29RXX	S	X	X	181	0.88	0.92	0.85	0.88
18/02/2013	S30LAX	S	A	X	181	0.89	0.89	0.92	0.88
18/02/2013	S30RAN	S	A	N	181	0.89	0.86	0.87	0.88
18/02/2013	S31LAN	S	A	N	179	0.88	0.91	0.88	0.92
18/02/2013	S31RAX	S	A	X	179	0.9	0.91	0.91	0.91
18/02/2013	S32LXN	S	X	N	180	0.9	0.93	0.92	0.9
18/02/2013	S32RXX	S	X	X	180	0.94	0.84	0.93	0.86
18/02/2013	S33LRX	S	R	X	181	0.86	0.84	0.85	0.84
18/02/2013	S33RRN	S	R	N	181	0.86	0.82	0.84	0.84
18/02/2013	S34LXN	S	X	N	179	0.86	0.88	0.89	0.85
18/02/2013	S34RXX	S	X	X	179	0.96	0.91	0.9	0.94
18/02/2013	S35LRX	S	R	X	179	0.85	0.87	0.85	0.91
18/02/2013	S35RRN	S	R	N	179	0.85	0.86	0.84	0.87
18/02/2013	S36LAX	S	A	X	179	0.9	0.87	0.91	0.99
18/02/2013	S36RAN	S	A	N	179	0.85	0.88	0.88	0.9
18/02/2013	S37LRN	S	R	N	179	0.85	0.87	0.85	0.84
18/02/2013	S37RRX	S	R	X	179	0.84	0.86	0.87	0.89
18/02/2013	S38LAX	S	A	X	172	0.9	0.9	0.9	0.88
18/02/2013	S38RAN	S	A	N	172	0.89	0.89	0.91	0.93
18/02/2013	S39LXN	S	X	N	178	0.85	0.86	0.85	0.86
18/02/2013	S39RXX	S	X	X	178	0.89	0.87	0.9	0.88
18/02/2013	S40LAX	S	A	X	178	0.9	0.87	0.92	0.95
18/02/2013	S40RAN	S	A	N	178	0.87	0.87	0.85	0.85
18/02/2013	S41LAN	S	A	N	179	0.89	0.89	0.92	0.88
18/02/2013	S41RAX	S	A	X	179	0.92	0.89	0.91	0.9
18/02/2013	S42LXX	S	X	X	180	0.91	0.91	0.89	0.9
18/02/2013	S42RXN	S	X	N	180	0.86	0.89	0.92	0.88
18/02/2013	S43LRX	S	R	X	179	0.86	0.84	0.84	0.82
18/02/2013	S43RRN	S	R	N	179	0.84	0.85	0.86	0.83
18/02/2013	S44LAN	S	A	N	179	0.89	0.9		0.91
18/02/2013	S44RAX	S	A	X	179	0.87	0.87	0.89	0.9
18/02/2013	S45LRX	S	R	X	179	0.86	0.84	0.9	0.83
18/02/2013	S45RRN	S	R	N	179	0.86	0.89	0.86	0.86
18/02/2013	S46LXN	S	X	N	178	0.9	0.88	0.88	0.88
18/02/2013	S46RXX	S	X	X	178	0.92	0.82	0.86	0.88
18/02/2013	S47LRN	S	R	N	179	0.87	0.86	0.85	0.86
18/02/2013	S47RRX	S	R	X	179	0.82	0.86	0.87	0.84
18/02/2013	S48LXX	S	X	X	180	0.89	0.9	0.92	0.86
18/02/2013	S48RXN	S	X	N	180	0.87	0.87	0.85	0.9
4/04/2013	S25LRX	S	R	X	179	0.83	0.8	0.84	0.84
4/04/2013	S25RRN	S	R	N	179	0.81	0.83	0.82	0.82
4/04/2013	S26LAX	S	A	X	179	0.84	0.86	0.85	0.82
4/04/2013	S26RAN	S	A	N	179	0.82	0.85	0.85	0.84
4/04/2013	S27LXN	S	X	N	179	0.81	0.82	0.83	0.82
4/04/2013	S27RXX	S	X	X	179	0.84	0.81	0.83	0.84
4/04/2013	S28LRN	S	R	N	180	0.81	0.84	0.81	0.81
4/04/2013	S28RRX	S	R	X	180	0.83	0.82	0.81	0.81
4/04/2013	S29LXN	S	X	N	181	0.83	0.82	0.81	0.82
4/04/2013	S29RXX	S	X	X	181	0.83	0.84	0.82	0.83
4/04/2013	S30LAX	S	A	X	181	0.83	0.87	0.86	0.83
4/04/2013	S30RAN	S	A	N	181	0.86	0.82	0.83	0.87
4/04/2013	S31LAN	S	A	N	179	0.84	0.83	0.85	0.85
4/04/2013	S31RAX	S	A	X	179	0.85	0.86	0.86	0.82
4/04/2013	S32LXN	S	X	N	180	0.84	0.85	0.85	0.84
4/04/2013	S32RXX	S	X	X	180	0.87	0.81	0.84	0.82
4/04/2013	S33LRX	S	R	X	181	0.82	0.81	0.81	0.83
4/04/2013	S33RRN	S	R	N	181	0.83	0.81	0.81	0.81
4/04/2013	S34LXN	S	X	N	179	0.83	0.83	0.83	0.82
4/04/2013	S34RXX	S	X	X	179	0.83	0.84	0.83	0.84
4/04/2013	S35LRX	S	R	X	179	0.86	0.85	0.84	0.84
4/04/2013	S35RRN	S	R	N	179	0.83	0.83	0.81	0.86
4/04/2013	S36LAX	S	A	X	179	0.89	0.85	0.84	0.88
4/04/2013	S36RAN	S	A	N	179	0.85	0.86	0.85	0.84
4/04/2013	S37LRN	S	R	N	179	0.82	0.84	0.82	0.82
4/04/2013	S37RRX	S	R	X	179	0.81	0.83	0.84	0.87
4/04/2013	S38LAX	S	A	X	172	0.87	0.88	0.87	0.84
4/04/2013	S38RAN	S	A	N	172	0.85	0.86	0.88	0.86
4/04/2013	S39LXN	S	X	N	178	0.83	0.84	0.83	0.84
4/04/2013	S39RXX	S	X	X	178	0.85	0.85	0.84	0.83
4/04/2013	S40LAX	S	A	X	178	0.89	0.86	0.83	0.84
4/04/2013	S40RAN	S	A	N	178	0.86	0.85	0.83	0.83
4/04/2013	S41LAN	S	A	N	179	0.86	0.83	0.86	0.84
4/04/2013	S41RAX	S	A	X	179	0.86	0.85	0.88	0.87
4/04/2013	S42LXX	S	X	X	180	0.84	0.85	0.83	0.83
4/04/2013	S42RXN	S	X	N	180	0.83	0.84	0.84	0.83
4/04/2013	S43LRX	S	R	X	179	0.81	0.81	0.81	0.83
4/04/2013	S43RRN	S	R	N	179	0.82	0.81	0.83	0.81
4/04/2013	S44LAN	S	A	N	179	0.83	0.86	0.82	0.86
4/04/2013	S44RAX	S	A	X	179	0.86	0.84	0.83	0.85
4/04/2013	S45LRX	S	R	X	179	0.81	0.86	0.81	0.84
4/04/2013	S45RRN	S	R	N	179	0.84	0.84	0.84	0.83
4/04/2013	S46LXN	S	X	N	178	0.84	0.84	0.85	0.86
4/04/2013	S46RXX	S	X	X	178	0.84	0.81	0.84	0.83
4/04/2013	S47LRN	S	R	N	179	0.83	0.83	0.83	0.82
4/04/2013	S47RRX	S	R	X	179	0.81	0.84	0.86	0.82
4/04/2013	S48LXX	S	X	X	180	0.82	0.83	0.85	0.84
4/04/2013	S48RXN	S	X	N	180	0.84	0.84	0.82	0.83
25/04/2013	S25LRX	S	R	X	179	0.83	0.83	0.84	0.84
25/04/2013	S25RRN	S	R	N	179	0.83	0.83	0.82	0.8
25/04/2013	S26LAX	S	A	X	179	0.84	0.86	0.83	0.82
25/04/2013	S26RAN	S	A	N	179	0.82	0.85	0.84	0.84
25/04/2013	S27LXN	S	X	N	179	0.8	0.81	0.82	0.81
25/04/2013	S27RXX	S	X	X	179	0.83	0.81	0.83	0.83
25/04/2013	S28LRN	S	R	N	180	0.8	0.83	0.8	0.81
25/04/2013	S28RRX	S	R	X	180	0.82	0.82	0.81	0.81
25/04/2013	S29LXN	S	X	N	181	0.83	0.82	0.8	0.82
25/04/2013	S29RXX	S	X	X	181	0.82	0.81	0.84	0.82
25/04/2013	S30LAX	S	A	X	181	0.83	0.88	0.84	0.83
25/04/2013	S30RAN	S	A	N	181	0.85	0.84	0.84	0.89
25/04/2013	S31LAN	S	A	N	179	0.83	0.86	0.85	0.87
25/04/2013	S31RAX	S	A	X	179	0.85	0.85	0.86	0.8
25/04/2013	S32LXN	S	X	N	180	0.84	0.85	0.84	0.83
25/04/2013	S32RXX	S	X	X	180	0.86	0.81	0.83	0.82
25/04/2013	S33LRX	S	R	X	181	0.82	0.81	0.81	0.83
25/04/2013	S33RRN	S	R	N	181	0.83	0.8	0.8	0.81
25/04/2013	S34LXN	S	X	N	179	0.83	0.83	0.83	0.82
25/04/2013	S34RXX	S	X	X	179	0.82	0.82	0.82	0.84
25/04/2013	S35LRX	S	R	X	179	0.85	0.85	0.83	0.82
25/04/2013	S35RRN	S	R	N	179	0.82	0.83	0.8	0.87
25/04/2013	S36LAX	S	A	X	179	0.89	0.85	0.84	0.87
25/04/2013	S36RAN	S	A	N	179	0.84	0.85	0.86	0.84
25/04/2013	S37LRN	S	R	N	179	0.82	0.84	0.82	0.83
25/04/2013	S37RRX	S	R	X	179	0.83	0.83	0.84	0.86
25/04/2013	S38LAX	S	A	X	172	0.86	0.88	0.86	0.84
25/04/2013	S38RAN	S	A	N	172	0.84	0.85	0.83	0.86
25/04/2013	S39LXN	S	X	N	178	0.83	0.84	0.83	0.84
25/04/2013	S39RXX	S	X	X	178	0.84	0.84	0.84	0.83
25/04/2013	S40LAX	S	A	X	178	0.9	0.86	0.83	0.83
25/04/2013	S40RAN	S	A	N	178	0.86	0.85	0.82	0.81
25/04/2013	S41LAN	S	A	N	179	0.87	0.85	0.88	0.84
25/04/2013	S41RAX	S	A	X	179	0.85	0.85	0.88	0.89
25/04/2013	S42LXX	S	X	X	180	0.85	0.83	0.83	0.83
25/04/2013	S42RXN	S	X	N	180	0.84	0.84	0.84	0.83
25/04/2013	S43LRX	S	R	X	179	0.8	0.82	0.82	0.83
25/04/2013	S43RRN	S	R	N	179	0.82	0.82	0.84	0.82
25/04/2013	S44LAN	S	A	N	179	0.82	0.85	0.83	0.87
25/04/2013	S44RAX	S	A	X	179	0.87	0.82	0.83	0.87
25/04/2013	S45LRX	S	R	X	179	0.81	0.85	0.81	0.84
25/04/2013	S45RRN	S	R	N	179	0.84	0.83	0.83	0.84
25/04/2013	S46LXN	S	X	N	178	0.84	0.84	0.86	0.86
25/04/2013	S46RXX	S	X	X	178	0.82	0.8	0.83	0.83
25/04/2013	S47LRN	S	R	N	179	0.84	0.84	0.83	0.82
25/04/2013	S47RRX	S	R	X	179	0.81	0.84	0.85	0.82
25/04/2013	S48LXX	S	X	X	180	0.83	0.81	0.84	0.84
25/04/2013	S48RXN	S	X	N	180	0.84	0.85	0.82	0.83
5/06/2013	S25LRX	S	R	X	179	0.81	0.81	0.83	0.82
5/06/2013	S25RRN	S	R	N	179	0.82	0.83	0.8	0.82
5/06/2013	S26LAX	S	A	X	179	0.84	0.82	0.84	0.83
5/06/2013	S26RAN	S	A	N	179	0.84	0.83	0.84	0.82
5/06/2013	S27LXN	S	X	N	179	0.83	0.83	0.83	0.82
5/06/2013	S27RXX	S	X	X	179	0.83	0.82	0.81	0.82
5/06/2013	S28LRN	S	R	N	180	0.81	0.81	0.83	0.83
5/06/2013	S28RRX	S	R	X	180	0.82	0.83	0.83	0.82
5/06/2013	S29LXN	S	X	N	181	0.85	0.81	0.84	0.82
5/06/2013	S29RXX	S	X	X	181	0.84	0.81	0.84	0.82
5/06/2013	S30LAX	S	A	X	181	0.85	0.84	0.84	0.84
5/06/2013	S30RAN	S	A	N	181	0.87	0.83	0.82	0.82
5/06/2013	S31LAN	S	A	N	179	0.82	0.82	0.84	0.83
5/06/2013	S31RAX	S	A	X	179	0.82	0.83	0.82	0.82
5/06/2013	S32LXN	S	X	N	180	0.83	0.84	0.82	0.82
5/06/2013	S32RXX	S	X	X	180	0.86	0.83	0.83	0.83
5/06/2013	S33LRX	S	R	X	181	0.81	0.83	0.81	0.82
5/06/2013	S33RRN	S	R	N	181	0.82	0.83	0.81	0.82
5/06/2013	S34LXN	S	X	N	179	0.83	0.83	0.82	0.83
5/06/2013	S34RXX	S	X	X	179	0.82	0.84	0.84	0.85
5/06/2013	S35LRX	S	R	X	179	0.83	0.82	0.83	0.82
5/06/2013	S35RRN	S	R	N	179	0.82	0.83	0.83	0.82
5/06/2013	S36LAX	S	A	X	179	0.84	0.83	0.81	0.82
5/06/2013	S36RAN	S	A	N	179	0.81	0.84	0.83	0.84
5/06/2013	S37LRN	S	R	N	179	0.86	0.82	0.81	0.81
5/06/2013	S37RRX	S	R	X	179	0.82	0.84	0.83	0.82
5/06/2013	S38LAX	S	A	X	172	0.84	0.85	0.84	0.82
5/06/2013	S38RAN	S	A	N	172	0.83	0.84	0.83	0.85
5/06/2013	S39LXN	S	X	N	178	0.84	0.84	0.82	0.84
5/06/2013	S39RXX	S	X	X	178	0.81	0.86	0.81	0.84
5/06/2013	S40LAX	S	A	X	178	0.87	0.85	0.84	0.85
5/06/2013	S40RAN	S	A	N	178	0.84	0.84	0.82	0.83
5/06/2013	S41LAN	S	A	N	179	0.83	0.83	0.84	0.84
5/06/2013	S41RAX	S	A	X	179	0.86	0.84	0.82	0.84
5/06/2013	S42LXX	S	X	X	180	0.81	0.83	0.82	0.83
5/06/2013	S42RXN	S	X	N	180	0.82	0.84	0.82	0.83
5/06/2013	S43LRX	S	R	X	179	0.8	0.81	0.81	0.81
5/06/2013	S43RRN	S	R	N	179	0.81	0.82	0.82	0.81
5/06/2013	S44LAN	S	A	N	179	0.83	0.84	0.83	0.84
5/06/2013	S44RAX	S	A	X	179	0.82	0.82	0.85	0.84
5/06/2013	S45LRX	S	R	X	179	0.82	0.82	0.81	0.83
5/06/2013	S45RRN	S	R	N	179	0.83	0.8	0.82	0.81
5/06/2013	S46LXN	S	X	N	178	0.83	0.84	0.84	0.82
5/06/2013	S46RXX	S	X	X	178	0.85	0.84	0.85	0.83
5/06/2013	S47LRN	S	R	N	179	0.84	0.82	0.82	0.81
5/06/2013	S47RRX	S	R	X	179	0.83	0.81	0.82	0.82
5/06/2013	S48LXX	S	X	X	180	0.84	0.85	0.83	0.83
5/06/2013	S48RXN	S	X	N	180	0.82	0.83	0.86	0.82
25/07/2013	S25LRX	S	R	X	179	0.85	0.86	0.87	0.86
25/07/2013	S25RRN	S	R	N	179	0.83	0.83	0.85	0.85
25/07/2013	S26LAX	S	A	X	179	0.84	0.85	0.83	0.83
25/07/2013	S26RAN	S	A	N	179	0.85	0.85	0.86	0.83
25/07/2013	S27LXN	S	X	N	179	0.82	0.83	0.84	0.82
25/07/2013	S27RXX	S	X	X	179	0.85	0.85	0.83	0.85
25/07/2013	S28LRN	S	R	N	180	0.82	0.84	0.82	0.82
25/07/2013	S28RRX	S	R	X	180	0.84	0.83	0.83	0.83
25/07/2013	S29LXN	S	X	N	181	0.85	0.83	0.82	0.83
25/07/2013	S29RXX	S	X	X	181	0.84	0.85	0.83	0.84
25/07/2013	S30LAX	S	A	X	181	0.83	0.85	0.84	0.83
25/07/2013	S30RAN	S	A	N	181	0.82	0.85	0.83	0.83
25/07/2013	S31LAN	S	A	N	179	0.84	0.86	0.85	0.85
25/07/2013	S31RAX	S	A	X	179	0.83	0.87	0.85	0.84
25/07/2013	S32LXN	S	X	N	180	0.85	0.85	0.88	0.85
25/07/2013	S32RXX	S	X	X	180	0.87	0.86	0.85	0.83
25/07/2013	S33LRX	S	R	X	181	0.84	0.83	0.83	0.83
25/07/2013	S33RRN	S	R	N	181	0.84	0.82	0.83	0.82
25/07/2013	S34LXN	S	X	N	179	0.84	0.84	0.84	0.83
25/07/2013	S34RXX	S	X	X	179	0.84	0.83	0.84	0.84
25/07/2013	S35LRX	S	R	X	179	0.87	0.85	0.87	0.86
25/07/2013	S35RRN	S	R	N	179	0.84	0.82	0.82	0.88
25/07/2013	S36LAX	S	A	X	179	0.86	0.85	0.85	0.87
25/07/2013	S36RAN	S	A	N	179	0.85	0.85	0.86	0.83
25/07/2013	S37LRN	S	R	N	179	0.84	0.85	0.84	0.84
25/07/2013	S37RRX	S	R	X	179	0.84	0.85	0.83	0.89
25/07/2013	S38LAX	S	A	X	172	0.87	0.88	0.87	0.87
25/07/2013	S38RAN	S	A	N	172	0.85	0.88	0.88	0.85
25/07/2013	S39LXN	S	X	N	178	0.84	0.86	0.85	0.85
25/07/2013	S39RXX	S	X	X	178	0.86	0.85	0.85	0.83
25/07/2013	S40LAX	S	A	X	178	0.83	0.84	0.84	0.89
25/07/2013	S40RAN	S	A	N	178	0.87	0.86	0.85	0.85
25/07/2013	S41LAN	S	A	N	179	0.86	0.85	0.86	0.84
25/07/2013	S41RAX	S	A	X	179	0.85	0.84	0.87	0.85
25/07/2013	S42LXX	S	X	X	180	0.85	0.85	0.85	0.86
25/07/2013	S42RXN	S	X	N	180	0.84	0.84	0.85	0.84
25/07/2013	S43LRX	S	R	X	179		0.84	0.83	0.83
25/07/2013	S43RRN	S	R	N	179	0.83	0.83	0.81	0.83
25/07/2013	S44LAN	S	A	N	179	0.83	0.85	0.83	0.87
25/07/2013	S44RAX	S	A	X	179	0.84	0.83	0.84	0.85
25/07/2013	S45LRX	S	R	X	179	0.86	0.83	0.87	0.82
